Municipios;Sexo;Periodo;Total
39022 Cillorigo de Liébana;Hombres;2012;732
39022 Cillorigo de Liébana;Hombres;2011;728
39022 Cillorigo de Liébana;Hombres;2010;734
39022 Cillorigo de Liébana;Hombres;2009;716
39022 Cillorigo de Liébana;Hombres;2008;713
39022 Cillorigo de Liébana;Hombres;2007;653
39022 Cillorigo de Liébana;Hombres;2006;649
39022 Cillorigo de Liébana;Hombres;2005;622
39022 Cillorigo de Liébana;Hombres;2004;633
39022 Cillorigo de Liébana;Hombres;2003;617
39022 Cillorigo de Liébana;Hombres;2002;593
39022 Cillorigo de Liébana;Hombres;2001;573
39022 Cillorigo de Liébana;Hombres;2000;589
39022 Cillorigo de Liébana;Hombres;1999;597
39022 Cillorigo de Liébana;Hombres;1998;602
39022 Cillorigo de Liébana;Hombres;1997;""
39022 Cillorigo de Liébana;Hombres;1996;620
39022 Cillorigo de Liébana;Mujeres;2023;636
39022 Cillorigo de Liébana;Mujeres;2022;627
39022 Cillorigo de Liébana;Mujeres;2021;618
39022 Cillorigo de Liébana;Mujeres;2020;622
39022 Cillorigo de Liébana;Mujeres;2019;625
39022 Cillorigo de Liébana;Mujeres;2018;642
39022 Cillorigo de Liébana;Mujeres;2017;617
39022 Cillorigo de Liébana;Mujeres;2016;606
39022 Cillorigo de Liébana;Mujeres;2015;611
39022 Cillorigo de Liébana;Mujeres;2014;620
39022 Cillorigo de Liébana;Mujeres;2013;605
39022 Cillorigo de Liébana;Mujeres;2012;606
39022 Cillorigo de Liébana;Mujeres;2011;608
39022 Cillorigo de Liébana;Mujeres;2010;611
39022 Cillorigo de Liébana;Mujeres;2009;589
39022 Cillorigo de Liébana;Mujeres;2008;577
39022 Cillorigo de Liébana;Mujeres;2007;568
39022 Cillorigo de Liébana;Mujeres;2006;566
39022 Cillorigo de Liébana;Mujeres;2005;557
39022 Cillorigo de Liébana;Mujeres;2004;562
39022 Cillorigo de Liébana;Mujeres;2003;527
39022 Cillorigo de Liébana;Mujeres;2002;529
39022 Cillorigo de Liébana;Mujeres;2001;512
39022 Cillorigo de Liébana;Mujeres;2000;514
39022 Cillorigo de Liébana;Mujeres;1999;514
39022 Cillorigo de Liébana;Mujeres;1998;533
39022 Cillorigo de Liébana;Mujeres;1997;""
39022 Cillorigo de Liébana;Mujeres;1996;546
39023 Colindres;Total;2023;8549
39023 Colindres;Total;2022;8512
39023 Colindres;Total;2021;8504
39023 Colindres;Total;2020;8598
39023 Colindres;Total;2019;8484
39023 Colindres;Total;2018;8453
39023 Colindres;Total;2017;8288
39023 Colindres;Total;2016;8331
39023 Colindres;Total;2015;8271
39023 Colindres;Total;2014;8272
39023 Colindres;Total;2013;8307
39023 Colindres;Total;2012;8140
39023 Colindres;Total;2011;7948
39023 Colindres;Total;2010;7872
39023 Colindres;Total;2009;7826
39023 Colindres;Total;2008;7677
39023 Colindres;Total;2007;7490
39023 Colindres;Total;2006;7368
39023 Colindres;Total;2005;7235
39023 Colindres;Total;2004;7075
39023 Colindres;Total;2003;6945
39023 Colindres;Total;2002;6911
39023 Colindres;Total;2001;6786
39023 Colindres;Total;2000;6577
39023 Colindres;Total;1999;6420
39023 Colindres;Total;1998;6140
39023 Colindres;Total;1997;""
39023 Colindres;Total;1996;6099
39023 Colindres;Hombres;2023;4185
39023 Colindres;Hombres;2022;4192
39023 Colindres;Hombres;2021;4203
39023 Colindres;Hombres;2020;4262
39023 Colindres;Hombres;2019;4178
39023 Colindres;Hombres;2018;4145
39023 Colindres;Hombres;2017;4073
39023 Colindres;Hombres;2016;4105
39023 Colindres;Hombres;2015;4089
39023 Colindres;Hombres;2014;4100
39023 Colindres;Hombres;2013;4092
39023 Colindres;Hombres;2012;4029
39023 Colindres;Hombres;2011;3943
39023 Colindres;Hombres;2010;3930
39023 Colindres;Hombres;2009;3889
39023 Colindres;Hombres;2008;3821
39023 Colindres;Hombres;2007;3731
39023 Colindres;Hombres;2006;3685
39023 Colindres;Hombres;2005;3604
39023 Colindres;Hombres;2004;3526
39023 Colindres;Hombres;2003;3468
39023 Colindres;Hombres;2002;3452
39023 Colindres;Hombres;2001;3409
39023 Colindres;Hombres;2000;3306
39023 Colindres;Hombres;1999;3249
39023 Colindres;Hombres;1998;3071
39023 Colindres;Hombres;1997;""
39023 Colindres;Hombres;1996;3034
39023 Colindres;Mujeres;2023;4364
39023 Colindres;Mujeres;2022;4320
39023 Colindres;Mujeres;2021;4301
39023 Colindres;Mujeres;2020;4336
39023 Colindres;Mujeres;2019;4306
39023 Colindres;Mujeres;2018;4308
39023 Colindres;Mujeres;2017;4215
39023 Colindres;Mujeres;2016;4226
39023 Colindres;Mujeres;2015;4182
39023 Colindres;Mujeres;2014;4172
39023 Colindres;Mujeres;2013;4215
39023 Colindres;Mujeres;2012;4111
39023 Colindres;Mujeres;2011;4005
39023 Colindres;Mujeres;2010;3942
39023 Colindres;Mujeres;2009;3937
39023 Colindres;Mujeres;2008;3856
39023 Colindres;Mujeres;2007;3759
39023 Colindres;Mujeres;2006;3683
39023 Colindres;Mujeres;2005;3631
39023 Colindres;Mujeres;2004;3549
39023 Colindres;Mujeres;2003;3477
39023 Colindres;Mujeres;2002;3459
39023 Colindres;Mujeres;2001;3377
39023 Colindres;Mujeres;2000;3271
39023 Colindres;Mujeres;1999;3171
39023 Colindres;Mujeres;1998;3069
39023 Colindres;Mujeres;1997;""
39023 Colindres;Mujeres;1996;3065
39024 Comillas;Total;2023;2135
39024 Comillas;Total;2022;2126
39024 Comillas;Total;2021;2117
39024 Comillas;Total;2020;2124
39024 Comillas;Total;2019;2141
39024 Comillas;Total;2018;2156
39024 Comillas;Total;2017;2195
39024 Comillas;Total;2016;2228
39024 Comillas;Total;2015;2267
39024 Comillas;Total;2014;2320
39024 Comillas;Total;2013;2374
39024 Comillas;Total;2012;2439
39024 Comillas;Total;2011;2425
39024 Comillas;Total;2010;2462
39024 Comillas;Total;2009;2464
39024 Comillas;Total;2008;2483
39024 Comillas;Total;2007;2467
39024 Comillas;Total;2006;2469
39024 Comillas;Total;2005;2431
39024 Comillas;Total;2004;2373
39024 Comillas;Total;2003;2311
39024 Comillas;Total;2002;2340
39024 Comillas;Total;2001;2336
39024 Comillas;Total;2000;2359
39024 Comillas;Total;1999;2360
39024 Comillas;Total;1998;2330
39024 Comillas;Total;1997;""
39024 Comillas;Total;1996;2364
39024 Comillas;Hombres;2023;1012
39024 Comillas;Hombres;2022;1006
39024 Comillas;Hombres;2021;1000
39024 Comillas;Hombres;2020;999
39024 Comillas;Hombres;2019;1010
39024 Comillas;Hombres;2018;1021
39024 Comillas;Hombres;2017;1042
39024 Comillas;Hombres;2016;1052
39024 Comillas;Hombres;2015;1070
39024 Comillas;Hombres;2014;1094
39024 Comillas;Hombres;2013;1125
39024 Comillas;Hombres;2012;1154
39024 Comillas;Hombres;2011;1152
39024 Comillas;Hombres;2010;1171
39024 Comillas;Hombres;2009;1168
39024 Comillas;Hombres;2008;1162
39024 Comillas;Hombres;2007;1179
39024 Comillas;Hombres;2006;1177
39024 Comillas;Hombres;2005;1147
39024 Comillas;Hombres;2004;1115
39024 Comillas;Hombres;2003;1091
39024 Comillas;Hombres;2002;1117
39024 Comillas;Hombres;2001;1122
39024 Comillas;Hombres;2000;1121
39024 Comillas;Hombres;1999;1115
39024 Comillas;Hombres;1998;1097
39024 Comillas;Hombres;1997;""
39024 Comillas;Hombres;1996;1140
39024 Comillas;Mujeres;2023;1123
39024 Comillas;Mujeres;2022;1120
39024 Comillas;Mujeres;2021;1117
39024 Comillas;Mujeres;2020;1125
39024 Comillas;Mujeres;2019;1131
39024 Comillas;Mujeres;2018;1135
39024 Comillas;Mujeres;2017;1153
39024 Comillas;Mujeres;2016;1176
39024 Comillas;Mujeres;2015;1197
39024 Comillas;Mujeres;2014;1226
39024 Comillas;Mujeres;2013;1249
39024 Comillas;Mujeres;2012;1285
39024 Comillas;Mujeres;2011;1273
39024 Comillas;Mujeres;2010;1291
39024 Comillas;Mujeres;2009;1296
39024 Comillas;Mujeres;2008;1321
39024 Comillas;Mujeres;2007;1288
39024 Comillas;Mujeres;2006;1292
39024 Comillas;Mujeres;2005;1284
39024 Comillas;Mujeres;2004;1258
39024 Comillas;Mujeres;2003;1220
39024 Comillas;Mujeres;2002;1223
39024 Comillas;Mujeres;2001;1214
39024 Comillas;Mujeres;2000;1238
39024 Comillas;Mujeres;1999;1245
39024 Comillas;Mujeres;1998;1233
39024 Comillas;Mujeres;1997;""
39024 Comillas;Mujeres;1996;1224
39025 Corrales de Buelna, Los;Total;2023;10785
39025 Corrales de Buelna, Los;Total;2022;10742
39025 Corrales de Buelna, Los;Total;2021;10703
39025 Corrales de Buelna, Los;Total;2020;10767
39025 Corrales de Buelna, Los;Total;2019;10841
39025 Corrales de Buelna, Los;Total;2018;10910
39025 Corrales de Buelna, Los;Total;2017;10912
39025 Corrales de Buelna, Los;Total;2016;11003
39025 Corrales de Buelna, Los;Total;2015;11077
39025 Corrales de Buelna, Los;Total;2014;11230
39025 Corrales de Buelna, Los;Total;2013;11448
39025 Corrales de Buelna, Los;Total;2012;11519
39025 Corrales de Buelna, Los;Total;2011;11623
39025 Corrales de Buelna, Los;Total;2010;11622
39025 Corrales de Buelna, Los;Total;2009;11610
39025 Corrales de Buelna, Los;Total;2008;11513
39025 Corrales de Buelna, Los;Total;2007;11223
39025 Corrales de Buelna, Los;Total;2006;11091
39025 Corrales de Buelna, Los;Total;2005;10958
39025 Corrales de Buelna, Los;Total;2004;10825
39025 Corrales de Buelna, Los;Total;2003;10872
39025 Corrales de Buelna, Los;Total;2002;10876
39025 Corrales de Buelna, Los;Total;2001;10847
39025 Corrales de Buelna, Los;Total;2000;10718
39025 Corrales de Buelna, Los;Total;1999;10657
39025 Corrales de Buelna, Los;Total;1998;10491
39025 Corrales de Buelna, Los;Total;1997;""
39025 Corrales de Buelna, Los;Total;1996;10289
39025 Corrales de Buelna, Los;Hombres;2023;5267
39025 Corrales de Buelna, Los;Hombres;2022;5232
39025 Corrales de Buelna, Los;Hombres;2021;5200
39025 Corrales de Buelna, Los;Hombres;2020;5258
39025 Corrales de Buelna, Los;Hombres;2019;5290
39025 Corrales de Buelna, Los;Hombres;2018;5331
39025 Corrales de Buelna, Los;Hombres;2017;5346
39025 Corrales de Buelna, Los;Hombres;2016;5399
39025 Corrales de Buelna, Los;Hombres;2015;5432
39025 Corrales de Buelna, Los;Hombres;2014;5518
39025 Corrales de Buelna, Los;Hombres;2013;5643
39025 Corrales de Buelna, Los;Hombres;2012;5689
39025 Corrales de Buelna, Los;Hombres;2011;5733
39025 Corrales de Buelna, Los;Hombres;2010;5784
39025 Corrales de Buelna, Los;Hombres;2009;5779
39025 Corrales de Buelna, Los;Hombres;2008;5749
39025 Corrales de Buelna, Los;Hombres;2007;5580
39025 Corrales de Buelna, Los;Hombres;2006;5530
39025 Corrales de Buelna, Los;Hombres;2005;5449
39025 Corrales de Buelna, Los;Hombres;2004;5390
39025 Corrales de Buelna, Los;Hombres;2003;5433
39025 Corrales de Buelna, Los;Hombres;2002;5455
39025 Corrales de Buelna, Los;Hombres;2001;5452
39025 Corrales de Buelna, Los;Hombres;2000;5361
39025 Corrales de Buelna, Los;Hombres;1999;5330
39025 Corrales de Buelna, Los;Hombres;1998;5243
39025 Corrales de Buelna, Los;Hombres;1997;""
39025 Corrales de Buelna, Los;Hombres;1996;5148
39025 Corrales de Buelna, Los;Mujeres;2023;5518
39025 Corrales de Buelna, Los;Mujeres;2022;5510
39025 Corrales de Buelna, Los;Mujeres;2021;5503
39025 Corrales de Buelna, Los;Mujeres;2020;5509
39025 Corrales de Buelna, Los;Mujeres;2019;5551
39025 Corrales de Buelna, Los;Mujeres;2018;5579
39025 Corrales de Buelna, Los;Mujeres;2017;5566
39025 Corrales de Buelna, Los;Mujeres;2016;5604
39025 Corrales de Buelna, Los;Mujeres;2015;5645
39025 Corrales de Buelna, Los;Mujeres;2014;5712
39025 Corrales de Buelna, Los;Mujeres;2013;5805
39025 Corrales de Buelna, Los;Mujeres;2012;5830
39025 Corrales de Buelna, Los;Mujeres;2011;5890
39025 Corrales de Buelna, Los;Mujeres;2010;5838
39025 Corrales de Buelna, Los;Mujeres;2009;5831
39025 Corrales de Buelna, Los;Mujeres;2008;5764
39025 Corrales de Buelna, Los;Mujeres;2007;5643
39025 Corrales de Buelna, Los;Mujeres;2006;5561
39025 Corrales de Buelna, Los;Mujeres;2005;5509
39025 Corrales de Buelna, Los;Mujeres;2004;5435
39025 Corrales de Buelna, Los;Mujeres;2003;5439
39025 Corrales de Buelna, Los;Mujeres;2002;5421
39025 Corrales de Buelna, Los;Mujeres;2001;5395
39025 Corrales de Buelna, Los;Mujeres;2000;5357
39025 Corrales de Buelna, Los;Mujeres;1999;5327
39025 Corrales de Buelna, Los;Mujeres;1998;5248
39025 Corrales de Buelna, Los;Mujeres;1997;""
39025 Corrales de Buelna, Los;Mujeres;1996;5141
39026 Corvera de Toranzo;Total;2023;2096
39026 Corvera de Toranzo;Total;2022;2115
39026 Corvera de Toranzo;Total;2021;2054
39026 Corvera de Toranzo;Total;2020;2042
39026 Corvera de Toranzo;Total;2019;2039
39026 Corvera de Toranzo;Total;2018;2041
39026 Corvera de Toranzo;Total;2017;2055
39026 Corvera de Toranzo;Total;2016;2074
39026 Corvera de Toranzo;Total;2015;2080
39026 Corvera de Toranzo;Total;2014;2121
39026 Corvera de Toranzo;Total;2013;2165
39026 Corvera de Toranzo;Total;2012;2159
39026 Corvera de Toranzo;Total;2011;2191
39026 Corvera de Toranzo;Total;2010;2194
39026 Corvera de Toranzo;Total;2009;2208
39026 Corvera de Toranzo;Total;2008;2202
39026 Corvera de Toranzo;Total;2007;2199
39026 Corvera de Toranzo;Total;2006;2199
39026 Corvera de Toranzo;Total;2005;2221
39026 Corvera de Toranzo;Total;2004;2184
39026 Corvera de Toranzo;Total;2003;2183
39026 Corvera de Toranzo;Total;2002;1937
39026 Corvera de Toranzo;Total;2001;2017
39026 Corvera de Toranzo;Total;2000;2046
39026 Corvera de Toranzo;Total;1999;2102
39026 Corvera de Toranzo;Total;1998;2141
39026 Corvera de Toranzo;Total;1997;""
39026 Corvera de Toranzo;Total;1996;2192
39026 Corvera de Toranzo;Hombres;2023;1052
39026 Corvera de Toranzo;Hombres;2022;1066
39026 Corvera de Toranzo;Hombres;2021;1033
39026 Corvera de Toranzo;Hombres;2020;1031
39026 Corvera de Toranzo;Hombres;2019;1036
39026 Corvera de Toranzo;Hombres;2018;1038
39026 Corvera de Toranzo;Hombres;2017;1046
39026 Corvera de Toranzo;Hombres;2016;1055
39026 Corvera de Toranzo;Hombres;2015;1058
39026 Corvera de Toranzo;Hombres;2014;1085
39026 Corvera de Toranzo;Hombres;2013;1114
39026 Corvera de Toranzo;Hombres;2012;1103
39026 Corvera de Toranzo;Hombres;2011;1121
39026 Corvera de Toranzo;Hombres;2010;1111
39026 Corvera de Toranzo;Hombres;2009;1115
39026 Corvera de Toranzo;Hombres;2008;1116
39026 Corvera de Toranzo;Hombres;2007;1113
39026 Corvera de Toranzo;Hombres;2006;1106
39026 Corvera de Toranzo;Hombres;2005;1114
39026 Corvera de Toranzo;Hombres;2004;1096
39026 Corvera de Toranzo;Hombres;2003;1095
39026 Corvera de Toranzo;Hombres;2002;967
39026 Corvera de Toranzo;Hombres;2001;1008
39026 Corvera de Toranzo;Hombres;2000;1023
39026 Corvera de Toranzo;Hombres;1999;1054
39026 Corvera de Toranzo;Hombres;1998;1077
39026 Corvera de Toranzo;Hombres;1997;""
39026 Corvera de Toranzo;Hombres;1996;1105
39026 Corvera de Toranzo;Mujeres;2023;1044
39026 Corvera de Toranzo;Mujeres;2022;1049
39026 Corvera de Toranzo;Mujeres;2021;1021
39026 Corvera de Toranzo;Mujeres;2020;1011
39026 Corvera de Toranzo;Mujeres;2019;1003
39026 Corvera de Toranzo;Mujeres;2018;1003
39026 Corvera de Toranzo;Mujeres;2017;1009
39026 Corvera de Toranzo;Mujeres;2016;1019
39026 Corvera de Toranzo;Mujeres;2015;1022
39026 Corvera de Toranzo;Mujeres;2014;1036
39026 Corvera de Toranzo;Mujeres;2013;1051
39026 Corvera de Toranzo;Mujeres;2012;1056
39026 Corvera de Toranzo;Mujeres;2011;1070
39026 Corvera de Toranzo;Mujeres;2010;1083
39026 Corvera de Toranzo;Mujeres;2009;1093
39026 Corvera de Toranzo;Mujeres;2008;1086
39026 Corvera de Toranzo;Mujeres;2007;1086
39026 Corvera de Toranzo;Mujeres;2006;1093
39026 Corvera de Toranzo;Mujeres;2005;1107
39026 Corvera de Toranzo;Mujeres;2004;1088
39026 Corvera de Toranzo;Mujeres;2003;1088
39026 Corvera de Toranzo;Mujeres;2002;970
39026 Corvera de Toranzo;Mujeres;2001;1009
39026 Corvera de Toranzo;Mujeres;2000;1023
39026 Corvera de Toranzo;Mujeres;1999;1048
39026 Corvera de Toranzo;Mujeres;1998;1064
39026 Corvera de Toranzo;Mujeres;1997;""
39026 Corvera de Toranzo;Mujeres;1996;1087
39028 Entrambasaguas;Total;2023;5568
39028 Entrambasaguas;Total;2022;5418
39028 Entrambasaguas;Total;2021;5357
39028 Entrambasaguas;Total;2020;5260
39028 Entrambasaguas;Total;2019;5163
39028 Entrambasaguas;Total;2018;5090
39028 Entrambasaguas;Total;2017;5010
39028 Entrambasaguas;Total;2016;4943
39028 Entrambasaguas;Total;2015;4931
39028 Entrambasaguas;Total;2014;4914
39028 Entrambasaguas;Total;2013;4781
39028 Entrambasaguas;Total;2012;4655
39028 Entrambasaguas;Total;2011;4443
39028 Entrambasaguas;Total;2010;4253
39028 Entrambasaguas;Total;2009;3961
39028 Entrambasaguas;Total;2008;3496
39028 Entrambasaguas;Total;2007;3120
39028 Entrambasaguas;Total;2006;2901
39028 Entrambasaguas;Total;2005;2692
39028 Entrambasaguas;Total;2004;2520
39028 Entrambasaguas;Total;2003;2491
39028 Entrambasaguas;Total;2002;2452
39028 Entrambasaguas;Total;2001;2455
39028 Entrambasaguas;Total;2000;2473
39028 Entrambasaguas;Total;1999;2476
39028 Entrambasaguas;Total;1998;2446
39028 Entrambasaguas;Total;1997;""
39028 Entrambasaguas;Total;1996;2483
39028 Entrambasaguas;Hombres;2023;2778
39028 Entrambasaguas;Hombres;2022;2710
39028 Entrambasaguas;Hombres;2021;2683
39028 Entrambasaguas;Hombres;2020;2630
39028 Entrambasaguas;Hombres;2019;2590
39028 Entrambasaguas;Hombres;2018;2571
39028 Entrambasaguas;Hombres;2017;2521
39028 Entrambasaguas;Hombres;2016;2507
39028 Entrambasaguas;Hombres;2015;2513
39028 Entrambasaguas;Hombres;2014;2520
39028 Entrambasaguas;Hombres;2013;2456
39028 Entrambasaguas;Hombres;2012;2402
39028 Entrambasaguas;Hombres;2011;2299
39028 Entrambasaguas;Hombres;2010;2199
39028 Entrambasaguas;Hombres;2009;2042
39028 Entrambasaguas;Hombres;2008;1785
39028 Entrambasaguas;Hombres;2007;1576
39028 Entrambasaguas;Hombres;2006;1472
39028 Entrambasaguas;Hombres;2005;1353
39028 Entrambasaguas;Hombres;2004;1253
39028 Entrambasaguas;Hombres;2003;1243
39028 Entrambasaguas;Hombres;2002;1226
39028 Entrambasaguas;Hombres;2001;1226
39028 Entrambasaguas;Hombres;2000;1239
39028 Entrambasaguas;Hombres;1999;1238
39028 Entrambasaguas;Hombres;1998;1220
39028 Entrambasaguas;Hombres;1997;""
39028 Entrambasaguas;Hombres;1996;1240
39028 Entrambasaguas;Mujeres;2023;2790
39028 Entrambasaguas;Mujeres;2022;2708
39028 Entrambasaguas;Mujeres;2021;2674
39028 Entrambasaguas;Mujeres;2020;2630
39028 Entrambasaguas;Mujeres;2019;2573
39028 Entrambasaguas;Mujeres;2018;2519
39028 Entrambasaguas;Mujeres;2017;2489
39028 Entrambasaguas;Mujeres;2016;2436
39028 Entrambasaguas;Mujeres;2015;2418
39028 Entrambasaguas;Mujeres;2014;2394
39028 Entrambasaguas;Mujeres;2013;2325
39028 Entrambasaguas;Mujeres;2012;2253
39028 Entrambasaguas;Mujeres;2011;2144
39028 Entrambasaguas;Mujeres;2010;2054
39028 Entrambasaguas;Mujeres;2009;1919
39028 Entrambasaguas;Mujeres;2008;1711
39028 Entrambasaguas;Mujeres;2007;1544
39028 Entrambasaguas;Mujeres;2006;1429
39028 Entrambasaguas;Mujeres;2005;1339
39028 Entrambasaguas;Mujeres;2004;1267
39028 Entrambasaguas;Mujeres;2003;1248
39028 Entrambasaguas;Mujeres;2002;1226
39028 Entrambasaguas;Mujeres;2001;1229
39028 Entrambasaguas;Mujeres;2000;1234
39028 Entrambasaguas;Mujeres;1999;1238
39028 Entrambasaguas;Mujeres;1998;1226
39028 Entrambasaguas;Mujeres;1997;""
39028 Entrambasaguas;Mujeres;1996;1243
39029 Escalante;Total;2023;749
39029 Escalante;Total;2022;759
39029 Escalante;Total;2021;762
39029 Escalante;Total;2020;781
39029 Escalante;Total;2019;779
39029 Escalante;Total;2018;771
39029 Escalante;Total;2017;749
39029 Escalante;Total;2016;747
39029 Escalante;Total;2015;758
39029 Escalante;Total;2014;754
39029 Escalante;Total;2013;770
39029 Escalante;Total;2012;766
39029 Escalante;Total;2011;763
39029 Escalante;Total;2010;755
39029 Escalante;Total;2009;763
39029 Escalante;Total;2008;782
39029 Escalante;Total;2007;761
39029 Escalante;Total;2006;800
39029 Escalante;Total;2005;789
39029 Escalante;Total;2004;757
39029 Escalante;Total;2003;749
39029 Escalante;Total;2002;719
39029 Escalante;Total;2001;744
39029 Escalante;Total;2000;754
39029 Escalante;Total;1999;750
39029 Escalante;Total;1998;743
39029 Escalante;Total;1997;""
39029 Escalante;Total;1996;747
39029 Escalante;Hombres;2023;382
39029 Escalante;Hombres;2022;393
39029 Escalante;Hombres;2021;396
39029 Escalante;Hombres;2020;404
39029 Escalante;Hombres;2019;399
39029 Escalante;Hombres;2018;399
39029 Escalante;Hombres;2017;390
39029 Escalante;Hombres;2016;384
39029 Escalante;Hombres;2015;393
39029 Escalante;Hombres;2014;395
39029 Escalante;Hombres;2013;400
39029 Escalante;Hombres;2012;401
39029 Escalante;Hombres;2011;404
39029 Escalante;Hombres;2010;398
39029 Escalante;Hombres;2009;406
39029 Escalante;Hombres;2008;418
39029 Escalante;Hombres;2007;400
39029 Escalante;Hombres;2006;418
39029 Escalante;Hombres;2005;416
39029 Escalante;Hombres;2004;398
39029 Escalante;Hombres;2003;393
39029 Escalante;Hombres;2002;374
39029 Escalante;Hombres;2001;389
39029 Escalante;Hombres;2000;393
39029 Escalante;Hombres;1999;388
39029 Escalante;Hombres;1998;378
39029 Escalante;Hombres;1997;""
39029 Escalante;Hombres;1996;383
39029 Escalante;Mujeres;2023;367
39029 Escalante;Mujeres;2022;366
39029 Escalante;Mujeres;2021;366
39029 Escalante;Mujeres;2020;377
39029 Escalante;Mujeres;2019;380
39029 Escalante;Mujeres;2018;372
39029 Escalante;Mujeres;2017;359
39029 Escalante;Mujeres;2016;363
39029 Escalante;Mujeres;2015;365
39029 Escalante;Mujeres;2014;359
39029 Escalante;Mujeres;2013;370
39029 Escalante;Mujeres;2012;365
39029 Escalante;Mujeres;2011;359
39029 Escalante;Mujeres;2010;357
39029 Escalante;Mujeres;2009;357
39029 Escalante;Mujeres;2008;364
39029 Escalante;Mujeres;2007;361
39029 Escalante;Mujeres;2006;382
39029 Escalante;Mujeres;2005;373
39029 Escalante;Mujeres;2004;359
39029 Escalante;Mujeres;2003;356
39029 Escalante;Mujeres;2002;345
39029 Escalante;Mujeres;2001;355
39029 Escalante;Mujeres;2000;361
39029 Escalante;Mujeres;1999;362
39029 Escalante;Mujeres;1998;365
39029 Escalante;Mujeres;1997;""
39029 Escalante;Mujeres;1996;364
39030 Guriezo;Total;2023;2438
39030 Guriezo;Total;2022;2432
39030 Guriezo;Total;2021;2410
39030 Guriezo;Total;2020;2330
39030 Guriezo;Total;2019;2354
39030 Guriezo;Total;2018;2347
39030 Guriezo;Total;2017;2358
39030 Guriezo;Total;2016;2359
39030 Guriezo;Total;2015;2354
39030 Guriezo;Total;2014;2383
39030 Guriezo;Total;2013;2424
39030 Guriezo;Total;2012;2419
39030 Guriezo;Total;2011;2435
39030 Guriezo;Total;2010;2383
39030 Guriezo;Total;2009;2303
39030 Guriezo;Total;2008;2244
39030 Guriezo;Total;2007;2145
39030 Guriezo;Total;2006;2101
39030 Guriezo;Total;2005;1979
39030 Guriezo;Total;2004;1953
39030 Guriezo;Total;2003;1827
39030 Guriezo;Total;2002;1784
39030 Guriezo;Total;2001;1765
39030 Guriezo;Total;2000;1730
39030 Guriezo;Total;1999;1717
39030 Guriezo;Total;1998;1707
39030 Guriezo;Total;1997;""
39030 Guriezo;Total;1996;1705
39030 Guriezo;Hombres;2023;1271
39030 Guriezo;Hombres;2022;1282
39030 Guriezo;Hombres;2021;1257
39030 Guriezo;Hombres;2020;1209
39030 Guriezo;Hombres;2019;1218
39030 Guriezo;Hombres;2018;1204
39030 Guriezo;Hombres;2017;1210
39030 Guriezo;Hombres;2016;1210
39030 Guriezo;Hombres;2015;1211
39030 Guriezo;Hombres;2014;1235
39030 Guriezo;Hombres;2013;1242
39030 Guriezo;Hombres;2012;1238
39030 Guriezo;Hombres;2011;1268
39030 Guriezo;Hombres;2010;1244
39030 Guriezo;Hombres;2009;1198
39030 Guriezo;Hombres;2008;1177
39030 Guriezo;Hombres;2007;1138
39030 Guriezo;Hombres;2006;1104
39030 Guriezo;Hombres;2005;1032
39030 Guriezo;Hombres;2004;1014
39030 Guriezo;Hombres;2003;940
39030 Guriezo;Hombres;2002;931
39030 Guriezo;Hombres;2001;924
39030 Guriezo;Hombres;2000;906
39030 Guriezo;Hombres;1999;896
39030 Guriezo;Hombres;1998;895
39030 Guriezo;Hombres;1997;""
39030 Guriezo;Hombres;1996;879
39030 Guriezo;Mujeres;2023;1167
39030 Guriezo;Mujeres;2022;1150
39030 Guriezo;Mujeres;2021;1153
39030 Guriezo;Mujeres;2020;1121
39030 Guriezo;Mujeres;2019;1136
39030 Guriezo;Mujeres;2018;1143
39030 Guriezo;Mujeres;2017;1148
39030 Guriezo;Mujeres;2016;1149
39030 Guriezo;Mujeres;2015;1143
39030 Guriezo;Mujeres;2014;1148
39030 Guriezo;Mujeres;2013;1182
39030 Guriezo;Mujeres;2012;1181
39030 Guriezo;Mujeres;2011;1167
39030 Guriezo;Mujeres;2010;1139
39030 Guriezo;Mujeres;2009;1105
39030 Guriezo;Mujeres;2008;1067
39030 Guriezo;Mujeres;2007;1007
39030 Guriezo;Mujeres;2006;997
39030 Guriezo;Mujeres;2005;947
39030 Guriezo;Mujeres;2004;939
39030 Guriezo;Mujeres;2003;887
39030 Guriezo;Mujeres;2002;853
39030 Guriezo;Mujeres;2001;841
39030 Guriezo;Mujeres;2000;824
39030 Guriezo;Mujeres;1999;821
39030 Guriezo;Mujeres;1998;812
39030 Guriezo;Mujeres;1997;""
39030 Guriezo;Mujeres;1996;826
39031 Hazas de Cesto;Total;2023;1782
39031 Hazas de Cesto;Total;2022;1697
39031 Hazas de Cesto;Total;2021;1644
39031 Hazas de Cesto;Total;2020;1580
39031 Hazas de Cesto;Total;2019;1569
39031 Hazas de Cesto;Total;2018;1541
39031 Hazas de Cesto;Total;2017;1550
39031 Hazas de Cesto;Total;2016;1522
39031 Hazas de Cesto;Total;2015;1520
39031 Hazas de Cesto;Total;2014;1524
39031 Hazas de Cesto;Total;2013;1538
39031 Hazas de Cesto;Total;2012;1526
39031 Hazas de Cesto;Total;2011;1516
39031 Hazas de Cesto;Total;2010;1484
39031 Hazas de Cesto;Total;2009;1420
39031 Hazas de Cesto;Total;2008;1347
39031 Hazas de Cesto;Total;2007;1281
