Municipios;Sexo;Periodo;Total
39076 Santillana del Mar;Mujeres;2017;2125
39076 Santillana del Mar;Mujeres;2016;2145
39076 Santillana del Mar;Mujeres;2015;2167
39076 Santillana del Mar;Mujeres;2014;2149
39076 Santillana del Mar;Mujeres;2013;2140
39076 Santillana del Mar;Mujeres;2012;2149
39076 Santillana del Mar;Mujeres;2011;2069
39076 Santillana del Mar;Mujeres;2010;2082
39076 Santillana del Mar;Mujeres;2009;2072
39076 Santillana del Mar;Mujeres;2008;2070
39076 Santillana del Mar;Mujeres;2007;2047
39076 Santillana del Mar;Mujeres;2006;2048
39076 Santillana del Mar;Mujeres;2005;2056
39076 Santillana del Mar;Mujeres;2004;2056
39076 Santillana del Mar;Mujeres;2003;2032
39076 Santillana del Mar;Mujeres;2002;2020
39076 Santillana del Mar;Mujeres;2001;2007
39076 Santillana del Mar;Mujeres;2000;1993
39076 Santillana del Mar;Mujeres;1999;1964
39076 Santillana del Mar;Mujeres;1998;1959
39076 Santillana del Mar;Mujeres;1997;""
39076 Santillana del Mar;Mujeres;1996;1968
39077 Santiurde de Reinosa;Total;2023;247
39077 Santiurde de Reinosa;Total;2022;242
39077 Santiurde de Reinosa;Total;2021;244
39077 Santiurde de Reinosa;Total;2020;255
39077 Santiurde de Reinosa;Total;2019;255
39077 Santiurde de Reinosa;Total;2018;257
39077 Santiurde de Reinosa;Total;2017;254
39077 Santiurde de Reinosa;Total;2016;265
39077 Santiurde de Reinosa;Total;2015;279
39077 Santiurde de Reinosa;Total;2014;285
39077 Santiurde de Reinosa;Total;2013;293
39077 Santiurde de Reinosa;Total;2012;299
39077 Santiurde de Reinosa;Total;2011;298
39077 Santiurde de Reinosa;Total;2010;293
39077 Santiurde de Reinosa;Total;2009;301
39077 Santiurde de Reinosa;Total;2008;317
39077 Santiurde de Reinosa;Total;2007;317
39077 Santiurde de Reinosa;Total;2006;325
39077 Santiurde de Reinosa;Total;2005;342
39077 Santiurde de Reinosa;Total;2004;355
39077 Santiurde de Reinosa;Total;2003;344
39077 Santiurde de Reinosa;Total;2002;327
39077 Santiurde de Reinosa;Total;2001;319
39077 Santiurde de Reinosa;Total;2000;321
39077 Santiurde de Reinosa;Total;1999;334
39077 Santiurde de Reinosa;Total;1998;347
39077 Santiurde de Reinosa;Total;1997;""
39077 Santiurde de Reinosa;Total;1996;368
39077 Santiurde de Reinosa;Hombres;2023;142
39077 Santiurde de Reinosa;Hombres;2022;141
39077 Santiurde de Reinosa;Hombres;2021;142
39077 Santiurde de Reinosa;Hombres;2020;148
39077 Santiurde de Reinosa;Hombres;2019;147
39077 Santiurde de Reinosa;Hombres;2018;151
39077 Santiurde de Reinosa;Hombres;2017;149
39077 Santiurde de Reinosa;Hombres;2016;153
39077 Santiurde de Reinosa;Hombres;2015;162
39077 Santiurde de Reinosa;Hombres;2014;165
39077 Santiurde de Reinosa;Hombres;2013;169
39077 Santiurde de Reinosa;Hombres;2012;168
39077 Santiurde de Reinosa;Hombres;2011;170
39077 Santiurde de Reinosa;Hombres;2010;170
39077 Santiurde de Reinosa;Hombres;2009;176
39077 Santiurde de Reinosa;Hombres;2008;186
39077 Santiurde de Reinosa;Hombres;2007;181
39077 Santiurde de Reinosa;Hombres;2006;186
39077 Santiurde de Reinosa;Hombres;2005;190
39077 Santiurde de Reinosa;Hombres;2004;188
39077 Santiurde de Reinosa;Hombres;2003;183
39077 Santiurde de Reinosa;Hombres;2002;183
39077 Santiurde de Reinosa;Hombres;2001;176
39077 Santiurde de Reinosa;Hombres;2000;174
39077 Santiurde de Reinosa;Hombres;1999;180
39077 Santiurde de Reinosa;Hombres;1998;184
39077 Santiurde de Reinosa;Hombres;1997;""
39077 Santiurde de Reinosa;Hombres;1996;199
39077 Santiurde de Reinosa;Mujeres;2023;105
39077 Santiurde de Reinosa;Mujeres;2022;101
39077 Santiurde de Reinosa;Mujeres;2021;102
39077 Santiurde de Reinosa;Mujeres;2020;107
39077 Santiurde de Reinosa;Mujeres;2019;108
39077 Santiurde de Reinosa;Mujeres;2018;106
39077 Santiurde de Reinosa;Mujeres;2017;105
39077 Santiurde de Reinosa;Mujeres;2016;112
39077 Santiurde de Reinosa;Mujeres;2015;117
39077 Santiurde de Reinosa;Mujeres;2014;120
39077 Santiurde de Reinosa;Mujeres;2013;124
39077 Santiurde de Reinosa;Mujeres;2012;131
39077 Santiurde de Reinosa;Mujeres;2011;128
39077 Santiurde de Reinosa;Mujeres;2010;123
39077 Santiurde de Reinosa;Mujeres;2009;125
39077 Santiurde de Reinosa;Mujeres;2008;131
39077 Santiurde de Reinosa;Mujeres;2007;136
39077 Santiurde de Reinosa;Mujeres;2006;139
39077 Santiurde de Reinosa;Mujeres;2005;152
39077 Santiurde de Reinosa;Mujeres;2004;167
39077 Santiurde de Reinosa;Mujeres;2003;161
39077 Santiurde de Reinosa;Mujeres;2002;144
39077 Santiurde de Reinosa;Mujeres;2001;143
39077 Santiurde de Reinosa;Mujeres;2000;147
39077 Santiurde de Reinosa;Mujeres;1999;154
39077 Santiurde de Reinosa;Mujeres;1998;163
39077 Santiurde de Reinosa;Mujeres;1997;""
39077 Santiurde de Reinosa;Mujeres;1996;169
39078 Santiurde de Toranzo;Total;2023;1732
39078 Santiurde de Toranzo;Total;2022;1711
39078 Santiurde de Toranzo;Total;2021;1695
39078 Santiurde de Toranzo;Total;2020;1646
39078 Santiurde de Toranzo;Total;2019;1629
39078 Santiurde de Toranzo;Total;2018;1623
39078 Santiurde de Toranzo;Total;2017;1610
39078 Santiurde de Toranzo;Total;2016;1602
39078 Santiurde de Toranzo;Total;2015;1619
39078 Santiurde de Toranzo;Total;2014;1581
39078 Santiurde de Toranzo;Total;2013;1590
39078 Santiurde de Toranzo;Total;2012;1604
39078 Santiurde de Toranzo;Total;2011;1581
39078 Santiurde de Toranzo;Total;2010;1552
39078 Santiurde de Toranzo;Total;2009;1512
39078 Santiurde de Toranzo;Total;2008;1485
39078 Santiurde de Toranzo;Total;2007;1351
39078 Santiurde de Toranzo;Total;2006;1359
39078 Santiurde de Toranzo;Total;2005;1366
39078 Santiurde de Toranzo;Total;2004;1406
39078 Santiurde de Toranzo;Total;2003;1461
39078 Santiurde de Toranzo;Total;2002;1546
39078 Santiurde de Toranzo;Total;2001;1615
39078 Santiurde de Toranzo;Total;2000;1627
39078 Santiurde de Toranzo;Total;1999;1651
39078 Santiurde de Toranzo;Total;1998;1675
39078 Santiurde de Toranzo;Total;1997;""
39078 Santiurde de Toranzo;Total;1996;1695
39078 Santiurde de Toranzo;Hombres;2023;910
39078 Santiurde de Toranzo;Hombres;2022;905
39078 Santiurde de Toranzo;Hombres;2021;894
39078 Santiurde de Toranzo;Hombres;2020;865
39078 Santiurde de Toranzo;Hombres;2019;847
39078 Santiurde de Toranzo;Hombres;2018;845
39078 Santiurde de Toranzo;Hombres;2017;836
39078 Santiurde de Toranzo;Hombres;2016;821
39078 Santiurde de Toranzo;Hombres;2015;824
39078 Santiurde de Toranzo;Hombres;2014;802
39078 Santiurde de Toranzo;Hombres;2013;816
39078 Santiurde de Toranzo;Hombres;2012;818
39078 Santiurde de Toranzo;Hombres;2011;802
39078 Santiurde de Toranzo;Hombres;2010;783
39078 Santiurde de Toranzo;Hombres;2009;770
39078 Santiurde de Toranzo;Hombres;2008;765
39078 Santiurde de Toranzo;Hombres;2007;681
39078 Santiurde de Toranzo;Hombres;2006;678
39078 Santiurde de Toranzo;Hombres;2005;678
39078 Santiurde de Toranzo;Hombres;2004;706
39078 Santiurde de Toranzo;Hombres;2003;733
39078 Santiurde de Toranzo;Hombres;2002;781
39078 Santiurde de Toranzo;Hombres;2001;816
39078 Santiurde de Toranzo;Hombres;2000;819
39078 Santiurde de Toranzo;Hombres;1999;833
39078 Santiurde de Toranzo;Hombres;1998;848
39078 Santiurde de Toranzo;Hombres;1997;""
39078 Santiurde de Toranzo;Hombres;1996;855
39078 Santiurde de Toranzo;Mujeres;2023;822
39078 Santiurde de Toranzo;Mujeres;2022;806
39078 Santiurde de Toranzo;Mujeres;2021;801
39078 Santiurde de Toranzo;Mujeres;2020;781
39078 Santiurde de Toranzo;Mujeres;2019;782
39078 Santiurde de Toranzo;Mujeres;2018;778
39078 Santiurde de Toranzo;Mujeres;2017;774
39078 Santiurde de Toranzo;Mujeres;2016;781
39078 Santiurde de Toranzo;Mujeres;2015;795
39078 Santiurde de Toranzo;Mujeres;2014;779
39078 Santiurde de Toranzo;Mujeres;2013;774
39078 Santiurde de Toranzo;Mujeres;2012;786
39078 Santiurde de Toranzo;Mujeres;2011;779
39078 Santiurde de Toranzo;Mujeres;2010;769
39078 Santiurde de Toranzo;Mujeres;2009;742
39078 Santiurde de Toranzo;Mujeres;2008;720
39078 Santiurde de Toranzo;Mujeres;2007;670
39078 Santiurde de Toranzo;Mujeres;2006;681
39078 Santiurde de Toranzo;Mujeres;2005;688
39078 Santiurde de Toranzo;Mujeres;2004;700
39078 Santiurde de Toranzo;Mujeres;2003;728
39078 Santiurde de Toranzo;Mujeres;2002;765
39078 Santiurde de Toranzo;Mujeres;2001;799
39078 Santiurde de Toranzo;Mujeres;2000;808
39078 Santiurde de Toranzo;Mujeres;1999;818
39078 Santiurde de Toranzo;Mujeres;1998;827
39078 Santiurde de Toranzo;Mujeres;1997;""
39078 Santiurde de Toranzo;Mujeres;1996;840
39079 Santoña;Total;2023;10892
39079 Santoña;Total;2022;10857
39079 Santoña;Total;2021;11011
39079 Santoña;Total;2020;11019
39079 Santoña;Total;2019;11024
39079 Santoña;Total;2018;11050
39079 Santoña;Total;2017;11004
39079 Santoña;Total;2016;11085
39079 Santoña;Total;2015;11088
39079 Santoña;Total;2014;11222
39079 Santoña;Total;2013;11382
39079 Santoña;Total;2012;11451
39079 Santoña;Total;2011;11465
39079 Santoña;Total;2010;11584
39079 Santoña;Total;2009;11569
39079 Santoña;Total;2008;11601
39079 Santoña;Total;2007;11574
39079 Santoña;Total;2006;11534
39079 Santoña;Total;2005;11592
39079 Santoña;Total;2004;11521
39079 Santoña;Total;2003;11646
39079 Santoña;Total;2002;11593
39079 Santoña;Total;2001;11567
39079 Santoña;Total;2000;11556
39079 Santoña;Total;1999;11657
39079 Santoña;Total;1998;11657
39079 Santoña;Total;1997;""
39079 Santoña;Total;1996;11843
39079 Santoña;Hombres;2023;5291
39079 Santoña;Hombres;2022;5273
39079 Santoña;Hombres;2021;5364
39079 Santoña;Hombres;2020;5345
39079 Santoña;Hombres;2019;5374
39079 Santoña;Hombres;2018;5388
39079 Santoña;Hombres;2017;5371
39079 Santoña;Hombres;2016;5414
39079 Santoña;Hombres;2015;5428
39079 Santoña;Hombres;2014;5494
39079 Santoña;Hombres;2013;5598
39079 Santoña;Hombres;2012;5685
39079 Santoña;Hombres;2011;5670
39079 Santoña;Hombres;2010;5739
39079 Santoña;Hombres;2009;5727
39079 Santoña;Hombres;2008;5812
39079 Santoña;Hombres;2007;5770
39079 Santoña;Hombres;2006;5722
39079 Santoña;Hombres;2005;5735
39079 Santoña;Hombres;2004;5739
39079 Santoña;Hombres;2003;5828
39079 Santoña;Hombres;2002;5822
39079 Santoña;Hombres;2001;5818
39079 Santoña;Hombres;2000;5833
39079 Santoña;Hombres;1999;5948
39079 Santoña;Hombres;1998;5948
39079 Santoña;Hombres;1997;""
39079 Santoña;Hombres;1996;5993
39079 Santoña;Mujeres;2023;5601
39079 Santoña;Mujeres;2022;5584
39079 Santoña;Mujeres;2021;5647
39079 Santoña;Mujeres;2020;5674
39079 Santoña;Mujeres;2019;5650
39079 Santoña;Mujeres;2018;5662
39079 Santoña;Mujeres;2017;5633
39079 Santoña;Mujeres;2016;5671
39079 Santoña;Mujeres;2015;5660
39079 Santoña;Mujeres;2014;5728
39079 Santoña;Mujeres;2013;5784
39079 Santoña;Mujeres;2012;5766
39079 Santoña;Mujeres;2011;5795
39079 Santoña;Mujeres;2010;5845
39079 Santoña;Mujeres;2009;5842
39079 Santoña;Mujeres;2008;5789
39079 Santoña;Mujeres;2007;5804
39079 Santoña;Mujeres;2006;5812
39079 Santoña;Mujeres;2005;5857
39079 Santoña;Mujeres;2004;5782
39079 Santoña;Mujeres;2003;5818
39079 Santoña;Mujeres;2002;5771
39079 Santoña;Mujeres;2001;5749
39079 Santoña;Mujeres;2000;5723
39079 Santoña;Mujeres;1999;5709
39079 Santoña;Mujeres;1998;5709
39079 Santoña;Mujeres;1997;""
39079 Santoña;Mujeres;1996;5850
39081 Saro;Total;2023;518
39081 Saro;Total;2022;520
39081 Saro;Total;2021;519
39081 Saro;Total;2020;516
39081 Saro;Total;2019;504
39081 Saro;Total;2018;512
39081 Saro;Total;2017;515
39081 Saro;Total;2016;512
39081 Saro;Total;2015;511
39081 Saro;Total;2014;504
39081 Saro;Total;2013;515
39081 Saro;Total;2012;510
39081 Saro;Total;2011;504
39081 Saro;Total;2010;507
39081 Saro;Total;2009;520
39081 Saro;Total;2008;518
39081 Saro;Total;2007;513
39081 Saro;Total;2006;510
39081 Saro;Total;2005;512
39081 Saro;Total;2004;522
39081 Saro;Total;2003;525
39081 Saro;Total;2002;532
39081 Saro;Total;2001;525
39081 Saro;Total;2000;527
39081 Saro;Total;1999;530
39081 Saro;Total;1998;534
39081 Saro;Total;1997;""
39081 Saro;Total;1996;547
39081 Saro;Hombres;2023;271
39081 Saro;Hombres;2022;271
39081 Saro;Hombres;2021;272
39081 Saro;Hombres;2020;269
39081 Saro;Hombres;2019;262
39081 Saro;Hombres;2018;267
39081 Saro;Hombres;2017;270
39081 Saro;Hombres;2016;268
39081 Saro;Hombres;2015;268
39081 Saro;Hombres;2014;260
39081 Saro;Hombres;2013;265
39081 Saro;Hombres;2012;262
39081 Saro;Hombres;2011;262
39081 Saro;Hombres;2010;260
39081 Saro;Hombres;2009;267
39081 Saro;Hombres;2008;266
39081 Saro;Hombres;2007;267
39081 Saro;Hombres;2006;266
39081 Saro;Hombres;2005;266
39081 Saro;Hombres;2004;269
39081 Saro;Hombres;2003;269
39081 Saro;Hombres;2002;272
39081 Saro;Hombres;2001;266
39081 Saro;Hombres;2000;265
39081 Saro;Hombres;1999;267
39081 Saro;Hombres;1998;269
39081 Saro;Hombres;1997;""
39081 Saro;Hombres;1996;273
39081 Saro;Mujeres;2023;247
39081 Saro;Mujeres;2022;249
39081 Saro;Mujeres;2021;247
39081 Saro;Mujeres;2020;247
39081 Saro;Mujeres;2019;242
39081 Saro;Mujeres;2018;245
39081 Saro;Mujeres;2017;245
39081 Saro;Mujeres;2016;244
39081 Saro;Mujeres;2015;243
39081 Saro;Mujeres;2014;244
39081 Saro;Mujeres;2013;250
39081 Saro;Mujeres;2012;248
39081 Saro;Mujeres;2011;242
39081 Saro;Mujeres;2010;247
39081 Saro;Mujeres;2009;253
39081 Saro;Mujeres;2008;252
39081 Saro;Mujeres;2007;246
39081 Saro;Mujeres;2006;244
39081 Saro;Mujeres;2005;246
39081 Saro;Mujeres;2004;253
39081 Saro;Mujeres;2003;256
39081 Saro;Mujeres;2002;260
39081 Saro;Mujeres;2001;259
39081 Saro;Mujeres;2000;262
39081 Saro;Mujeres;1999;263
39081 Saro;Mujeres;1998;265
39081 Saro;Mujeres;1997;""
39081 Saro;Mujeres;1996;274
39082 Selaya;Total;2023;1845
39082 Selaya;Total;2022;1849
39082 Selaya;Total;2021;1854
39082 Selaya;Total;2020;1873
39082 Selaya;Total;2019;1891
39082 Selaya;Total;2018;1891
39082 Selaya;Total;2017;1915
39082 Selaya;Total;2016;1931
39082 Selaya;Total;2015;1922
39082 Selaya;Total;2014;1990
39082 Selaya;Total;2013;1997
39082 Selaya;Total;2012;2009
39082 Selaya;Total;2011;2035
39082 Selaya;Total;2010;2026
39082 Selaya;Total;2009;2044
39082 Selaya;Total;2008;2003
39082 Selaya;Total;2007;1985
39082 Selaya;Total;2006;1981
39082 Selaya;Total;2005;1982
39082 Selaya;Total;2004;1983
39082 Selaya;Total;2003;1974
39082 Selaya;Total;2002;1998
39082 Selaya;Total;2001;1995
39082 Selaya;Total;2000;2010
39082 Selaya;Total;1999;2004
39082 Selaya;Total;1998;1963
39082 Selaya;Total;1997;""
39082 Selaya;Total;1996;1987
39082 Selaya;Hombres;2023;939
39082 Selaya;Hombres;2022;932
39082 Selaya;Hombres;2021;936
39082 Selaya;Hombres;2020;942
39082 Selaya;Hombres;2019;951
39082 Selaya;Hombres;2018;947
39082 Selaya;Hombres;2017;954
39082 Selaya;Hombres;2016;961
39082 Selaya;Hombres;2015;959
39082 Selaya;Hombres;2014;993
39082 Selaya;Hombres;2013;993
39082 Selaya;Hombres;2012;1006
39082 Selaya;Hombres;2011;1011
39082 Selaya;Hombres;2010;1012
39082 Selaya;Hombres;2009;1027
39082 Selaya;Hombres;2008;1015
39082 Selaya;Hombres;2007;997
39082 Selaya;Hombres;2006;1005
39082 Selaya;Hombres;2005;1014
39082 Selaya;Hombres;2004;1010
39082 Selaya;Hombres;2003;1006
39082 Selaya;Hombres;2002;1020
39082 Selaya;Hombres;2001;1021
39082 Selaya;Hombres;2000;1024
39082 Selaya;Hombres;1999;1019
39082 Selaya;Hombres;1998;990
39082 Selaya;Hombres;1997;""
39082 Selaya;Hombres;1996;1006
39082 Selaya;Mujeres;2023;906
39082 Selaya;Mujeres;2022;917
39082 Selaya;Mujeres;2021;918
39082 Selaya;Mujeres;2020;931
39082 Selaya;Mujeres;2019;940
39082 Selaya;Mujeres;2018;944
39082 Selaya;Mujeres;2017;961
39082 Selaya;Mujeres;2016;970
39082 Selaya;Mujeres;2015;963
39082 Selaya;Mujeres;2014;997
39082 Selaya;Mujeres;2013;1004
39082 Selaya;Mujeres;2012;1003
39082 Selaya;Mujeres;2011;1024
39082 Selaya;Mujeres;2010;1014
39082 Selaya;Mujeres;2009;1017
39082 Selaya;Mujeres;2008;988
39082 Selaya;Mujeres;2007;988
39082 Selaya;Mujeres;2006;976
39082 Selaya;Mujeres;2005;968
39082 Selaya;Mujeres;2004;973
39082 Selaya;Mujeres;2003;968
39082 Selaya;Mujeres;2002;978
39082 Selaya;Mujeres;2001;974
39082 Selaya;Mujeres;2000;986
39082 Selaya;Mujeres;1999;985
39082 Selaya;Mujeres;1998;973
39082 Selaya;Mujeres;1997;""
39082 Selaya;Mujeres;1996;981
39083 Soba;Total;2023;1108
39083 Soba;Total;2022;1131
39083 Soba;Total;2021;1153
39083 Soba;Total;2020;1155
39083 Soba;Total;2019;1180
39083 Soba;Total;2018;1193
39083 Soba;Total;2017;1207
39083 Soba;Total;2016;1249
39083 Soba;Total;2015;1260
39083 Soba;Total;2014;1280
39083 Soba;Total;2013;1305
39083 Soba;Total;2012;1319
39083 Soba;Total;2011;1335
39083 Soba;Total;2010;1367
39083 Soba;Total;2009;1385
39083 Soba;Total;2008;1427
39083 Soba;Total;2007;1442
39083 Soba;Total;2006;1462
39083 Soba;Total;2005;1494
39083 Soba;Total;2004;1530
39083 Soba;Total;2003;1529
39083 Soba;Total;2002;1614
39083 Soba;Total;2001;1637
39083 Soba;Total;2000;1677
39083 Soba;Total;1999;1699
39083 Soba;Total;1998;1711
39083 Soba;Total;1997;""
39083 Soba;Total;1996;1737
39083 Soba;Hombres;2023;623
39083 Soba;Hombres;2022;629
39083 Soba;Hombres;2021;641
39083 Soba;Hombres;2020;641
39083 Soba;Hombres;2019;655
39083 Soba;Hombres;2018;662
39083 Soba;Hombres;2017;659
39083 Soba;Hombres;2016;681
39083 Soba;Hombres;2015;684
39083 Soba;Hombres;2014;692
39083 Soba;Hombres;2013;702
39083 Soba;Hombres;2012;705
39083 Soba;Hombres;2011;713
39083 Soba;Hombres;2010;733
39083 Soba;Hombres;2009;741
39083 Soba;Hombres;2008;761
39083 Soba;Hombres;2007;765
39083 Soba;Hombres;2006;772
39083 Soba;Hombres;2005;785
39083 Soba;Hombres;2004;808
39083 Soba;Hombres;2003;801
39083 Soba;Hombres;2002;847
39083 Soba;Hombres;2001;858
39083 Soba;Hombres;2000;876
39083 Soba;Hombres;1999;893
39083 Soba;Hombres;1998;898
39083 Soba;Hombres;1997;""
39083 Soba;Hombres;1996;910
39083 Soba;Mujeres;2023;485
39083 Soba;Mujeres;2022;502
39083 Soba;Mujeres;2021;512
39083 Soba;Mujeres;2020;514
39083 Soba;Mujeres;2019;525
39083 Soba;Mujeres;2018;531
39083 Soba;Mujeres;2017;548
39083 Soba;Mujeres;2016;568
39083 Soba;Mujeres;2015;576
39083 Soba;Mujeres;2014;588
39083 Soba;Mujeres;2013;603
39083 Soba;Mujeres;2012;614
39083 Soba;Mujeres;2011;622
39083 Soba;Mujeres;2010;634
39083 Soba;Mujeres;2009;644
39083 Soba;Mujeres;2008;666
39083 Soba;Mujeres;2007;677
39083 Soba;Mujeres;2006;690
39083 Soba;Mujeres;2005;709
39083 Soba;Mujeres;2004;722
39083 Soba;Mujeres;2003;728
39083 Soba;Mujeres;2002;767
39083 Soba;Mujeres;2001;779
39083 Soba;Mujeres;2000;801
39083 Soba;Mujeres;1999;806
39083 Soba;Mujeres;1998;813
39083 Soba;Mujeres;1997;""
39083 Soba;Mujeres;1996;827
39084 Solórzano;Total;2023;1080
39084 Solórzano;Total;2022;1068
39084 Solórzano;Total;2021;1048
39084 Solórzano;Total;2020;1046
39084 Solórzano;Total;2019;1047
39084 Solórzano;Total;2018;1050
39084 Solórzano;Total;2017;1040
39084 Solórzano;Total;2016;1012
39084 Solórzano;Total;2015;1010
39084 Solórzano;Total;2014;1002
39084 Solórzano;Total;2013;1030
39084 Solórzano;Total;2012;1025
39084 Solórzano;Total;2011;1056
39084 Solórzano;Total;2010;1055
39084 Solórzano;Total;2009;1053
39084 Solórzano;Total;2008;1063
39084 Solórzano;Total;2007;1067
39084 Solórzano;Total;2006;1052
39084 Solórzano;Total;2005;1053
39084 Solórzano;Total;2004;1056
39084 Solórzano;Total;2003;1028
39084 Solórzano;Total;2002;1000
39084 Solórzano;Total;2001;987
39084 Solórzano;Total;2000;995
39084 Solórzano;Total;1999;1003
39084 Solórzano;Total;1998;1003
39084 Solórzano;Total;1997;""
39084 Solórzano;Total;1996;1014
39084 Solórzano;Hombres;2023;575
39084 Solórzano;Hombres;2022;564
39084 Solórzano;Hombres;2021;556
39084 Solórzano;Hombres;2020;558
39084 Solórzano;Hombres;2019;563
39084 Solórzano;Hombres;2018;557
39084 Solórzano;Hombres;2017;552
39084 Solórzano;Hombres;2016;544
39084 Solórzano;Hombres;2015;535
39084 Solórzano;Hombres;2014;539
39084 Solórzano;Hombres;2013;554
39084 Solórzano;Hombres;2012;552
39084 Solórzano;Hombres;2011;569
39084 Solórzano;Hombres;2010;559
39084 Solórzano;Hombres;2009;562
39084 Solórzano;Hombres;2008;564
39084 Solórzano;Hombres;2007;566
39084 Solórzano;Hombres;2006;549
39084 Solórzano;Hombres;2005;562
39084 Solórzano;Hombres;2004;562
39084 Solórzano;Hombres;2003;539
39084 Solórzano;Hombres;2002;522
39084 Solórzano;Hombres;2001;509
39084 Solórzano;Hombres;2000;508
39084 Solórzano;Hombres;1999;513
39084 Solórzano;Hombres;1998;513
39084 Solórzano;Hombres;1997;""
39084 Solórzano;Hombres;1996;524
39084 Solórzano;Mujeres;2023;505
39084 Solórzano;Mujeres;2022;504
39084 Solórzano;Mujeres;2021;492
39084 Solórzano;Mujeres;2020;488
39084 Solórzano;Mujeres;2019;484
39084 Solórzano;Mujeres;2018;493
39084 Solórzano;Mujeres;2017;488
39084 Solórzano;Mujeres;2016;468
39084 Solórzano;Mujeres;2015;475
39084 Solórzano;Mujeres;2014;463
39084 Solórzano;Mujeres;2013;476
39084 Solórzano;Mujeres;2012;473
39084 Solórzano;Mujeres;2011;487
39084 Solórzano;Mujeres;2010;496
39084 Solórzano;Mujeres;2009;491
39084 Solórzano;Mujeres;2008;499
39084 Solórzano;Mujeres;2007;501
39084 Solórzano;Mujeres;2006;503
39084 Solórzano;Mujeres;2005;491
39084 Solórzano;Mujeres;2004;494
39084 Solórzano;Mujeres;2003;489
39084 Solórzano;Mujeres;2002;478
39084 Solórzano;Mujeres;2001;478
39084 Solórzano;Mujeres;2000;487
39084 Solórzano;Mujeres;1999;490
39084 Solórzano;Mujeres;1998;490
39084 Solórzano;Mujeres;1997;""
39084 Solórzano;Mujeres;1996;490
39085 Suances;Total;2023;9091
39085 Suances;Total;2022;9115
39085 Suances;Total;2021;9026
39085 Suances;Total;2020;8827
39085 Suances;Total;2019;8782
39085 Suances;Total;2018;8716
39085 Suances;Total;2017;8645
39085 Suances;Total;2016;8579
39085 Suances;Total;2015;8612
39085 Suances;Total;2014;8580
39085 Suances;Total;2013;8552
39085 Suances;Total;2012;8451
39085 Suances;Total;2011;8489
39085 Suances;Total;2010;8365
39085 Suances;Total;2009;8229
39085 Suances;Total;2008;7998
39085 Suances;Total;2007;7707
39085 Suances;Total;2006;7393
39085 Suances;Total;2005;7117
39085 Suances;Total;2004;6906
39085 Suances;Total;2003;6838
39085 Suances;Total;2002;6649
39085 Suances;Total;2001;6529
39085 Suances;Total;2000;6456
39085 Suances;Total;1999;6331
39085 Suances;Total;1998;6237
39085 Suances;Total;1997;""
39085 Suances;Total;1996;6117
39085 Suances;Hombres;2023;4454
39085 Suances;Hombres;2022;4484
39085 Suances;Hombres;2021;4449
39085 Suances;Hombres;2020;4331
39085 Suances;Hombres;2019;4314
39085 Suances;Hombres;2018;4294
39085 Suances;Hombres;2017;4258
39085 Suances;Hombres;2016;4247
39085 Suances;Hombres;2015;4286
39085 Suances;Hombres;2014;4259
39085 Suances;Hombres;2013;4245
39085 Suances;Hombres;2012;4217
39085 Suances;Hombres;2011;4241
39085 Suances;Hombres;2010;4162
39085 Suances;Hombres;2009;4126
39085 Suances;Hombres;2008;4016
39085 Suances;Hombres;2007;3863
39085 Suances;Hombres;2006;3685
39085 Suances;Hombres;2005;3540
39085 Suances;Hombres;2004;3401
39085 Suances;Hombres;2003;3381
39085 Suances;Hombres;2002;3277
39085 Suances;Hombres;2001;3204
39085 Suances;Hombres;2000;3184
39085 Suances;Hombres;1999;3124
39085 Suances;Hombres;1998;3070
39085 Suances;Hombres;1997;""
39085 Suances;Hombres;1996;3009
39085 Suances;Mujeres;2023;4637
39085 Suances;Mujeres;2022;4631
39085 Suances;Mujeres;2021;4577
39085 Suances;Mujeres;2020;4496
39085 Suances;Mujeres;2019;4468
39085 Suances;Mujeres;2018;4422
39085 Suances;Mujeres;2017;4387
39085 Suances;Mujeres;2016;4332
39085 Suances;Mujeres;2015;4326
39085 Suances;Mujeres;2014;4321
39085 Suances;Mujeres;2013;4307
39085 Suances;Mujeres;2012;4234
39085 Suances;Mujeres;2011;4248
39085 Suances;Mujeres;2010;4203
39085 Suances;Mujeres;2009;4103
39085 Suances;Mujeres;2008;3982
39085 Suances;Mujeres;2007;3844
39085 Suances;Mujeres;2006;3708
39085 Suances;Mujeres;2005;3577
39085 Suances;Mujeres;2004;3505
39085 Suances;Mujeres;2003;3457
39085 Suances;Mujeres;2002;3372
39085 Suances;Mujeres;2001;3325
39085 Suances;Mujeres;2000;3272
39085 Suances;Mujeres;1999;3207
39085 Suances;Mujeres;1998;3167
39085 Suances;Mujeres;1997;""
39085 Suances;Mujeres;1996;3108
39086 Tojos, Los;Total;2023;380
39086 Tojos, Los;Total;2022;380
39086 Tojos, Los;Total;2021;397
39086 Tojos, Los;Total;2020;387
39086 Tojos, Los;Total;2019;387
39086 Tojos, Los;Total;2018;400
39086 Tojos, Los;Total;2017;402
39086 Tojos, Los;Total;2016;399
39086 Tojos, Los;Total;2015;404
39086 Tojos, Los;Total;2014;422
39086 Tojos, Los;Total;2013;430
39086 Tojos, Los;Total;2012;428
39086 Tojos, Los;Total;2011;434
39086 Tojos, Los;Total;2010;449
39086 Tojos, Los;Total;2009;442
